SEASON_TYPE,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
SEASON,NOP,NOP vs. MIL,3/12/2019,L,48,113,46,107,43,10,47,21.3,11,16,68.8,13,37,50,27,15,3,4,23,-17
SEASON,MIN,MIN @ DEN,3/12/2019,L,48,107,41,89,46.1,11,30,36.7,14,14,100,12,23,35,24,15,10,6,20,-26
SEASON,MIL,MIL @ NOP,3/12/2019,W,48,130,48,97,49.5,10,36,27.8,24,28,85.7,5,47,52,27,13,5,4,20,17
SEASON,LAL,LAL @ CHI,3/12/2019,W,48,123,47,86,54.7,13,33,39.4,16,20,80,5,36,41,23,14,11,5,14,16
SEASON,LAC,LAC vs. POR,3/12/2019,L,48,104,38,95,40,9,15,60,19,27,70.4,25,26,51,21,12,7,3,21,-21
SEASON,IND,IND vs. NYK,3/12/2019,W,48,103,37,85,43.5,8,28,28.6,21,29,72.4,8,34,42,26,10,11,3,22,5
SEASON,DEN,DEN vs. MIN,3/12/2019,W,48,133,51,85,60,18,30,60,13,15,86.7,7,29,36,40,14,6,6,16,26
SEASON,DAL,DAL vs. SAS,3/12/2019,L,48,105,38,82,46.3,14,39,35.9,15,26,57.7,9,29,38,22,14,1,2,16,-7
SEASON,CLE,CLE @ PHI,3/12/2019,L,48,99,40,101,39.6,13,38,34.2,6,8,75,9,28,37,14,8,8,2,17,-7
SEASON,CHI,CHI vs. LAL,3/12/2019,L,48,107,42,91,46.2,11,27,40.7,12,12,100,11,33,44,23,16,6,0,22,-16
SEASON,WAS,WAS vs. ORL,3/13/2019,W,48,100,42,90,46.7,8,27,29.6,8,12,66.7,10,36,46,20,9,5,2,13,10
SEASON,UTA,UTA @ PHX,3/13/2019,W,48,114,42,90,46.7,12,33,36.4,18,25,72,12,40,52,30,12,8,4,22,17
SEASON,PHX,PHX vs. UTA,3/13/2019,L,48,97,36,82,43.9,7,19,36.8,18,23,78.3,5,30,35,21,12,8,3,20,-17
SEASON,ORL,ORL @ WAS,3/13/2019,L,48,90,35,90,38.9,12,33,36.4,8,9,88.9,12,36,48,26,11,3,3,15,-10
SEASON,OKC,OKC vs. BKN,3/13/2019,W,48,108,41,96,42.7,11,28,39.3,15,19,78.9,16,35,51,21,12,9,6,20,12
SEASON,MIA,MIA vs. DET,3/13/2019,W,48,108,39,84,46.4,11,28,39.3,19,24,79.2,13,38,51,22,11,10,5,18,34
SEASON,MEM,MEM @ ATL,3/13/2019,L,48,111,38,89,42.7,14,40,35,21,26,80.8,9,26,35,28,14,8,6,17,-21
SEASON,HOU,HOU vs. GSW,3/13/2019,L,48,104,37,78,47.4,11,41,26.8,19,23,82.6,5,26,31,18,11,7,3,16,-2
SEASON,GSW,GSW @ HOU,3/13/2019,W,48,106,42,85,49.4,12,32,37.5,10,10,100,12,32,44,28,15,7,2,20,2
SEASON,DET,DET @ MIA,3/13/2019,L,48,74,27,77,35.1,8,37,21.6,12,18,66.7,10,27,37,20,18,7,7,23,-34
SEASON,BKN,BKN @ OKC,3/13/2019,L,48,96,35,84,41.7,13,35,37.1,13,19,68.4,7,36,43,19,17,7,5,18,-12
SEASON,ATL,ATL vs. MEM,3/13/2019,W,48,132,52,103,50.5,17,45,37.8,11,14,78.6,15,36,51,35,12,9,9,26,21
SEASON,UTA,UTA vs. MIN,3/14/2019,W,48,120,44,89,49.4,13,38,34.2,19,27,70.4,13,36,49,30,12,7,8,20,20
SEASON,TOR,TOR vs. LAL,3/14/2019,W,48,111,36,91,39.6,16,41,39,23,29,79.3,13,39,52,21,17,15,6,20,13
SEASON,SAC,SAC @ BOS,3/14/2019,L,48,120,48,95,50.5,11,34,32.4,13,23,56.5,8,39,47,31,10,9,2,24,-6
SEASON,ORL,ORL vs. CLE,3/14/2019,W,48,120,45,93,48.4,14,31,45.2,16,21,76.2,12,38,50,31,9,11,3,14,29
SEASON,OKC,OKC @ IND,3/14/2019,L,48,106,38,86,44.2,14,30,46.7,16,20,80,8,36,44,24,18,11,5,28,-2
SEASON,MIN,MIN @ UTA,3/14/2019,L,48,100,42,91,46.2,5,24,20.8,11,15,73.3,8,30,38,27,11,6,2,23,-20
SEASON,LAL,LAL @ TOR,3/14/2019,L,48,98,38,85,44.7,7,31,22.6,15,24,62.5,6,40,46,24,21,11,3,21,-13
SEASON,IND,IND vs. OKC,3/14/2019,W,48,108,37,82,45.1,7,22,31.8,27,32,84.4,6,33,39,24,16,11,3,17,2
SEASON,DEN,DEN vs. DAL,3/14/2019,W,48,100,39,81,48.1,8,29,27.6,14,17,82.4,8,36,44,27,11,6,7,16,1
SEASON,DAL,DAL @ DEN,3/14/2019,L,48,99,37,87,42.5,12,37,32.4,13,17,76.5,9,31,40,22,9,8,1,17,-1
SEASON,CLE,CLE @ ORL,3/14/2019,L,48,91,35,86,40.7,7,31,22.6,14,15,93.3,8,35,43,13,16,4,4,18,-29
SEASON,BOS,BOS vs. SAC,3/14/2019,W,48,126,49,97,50.5,9,28,32.1,19,26,73.1,10,42,52,32,13,7,2,20,6
SEASON,WAS,WAS vs. CHA,3/15/2019,L,48,110,41,84,48.8,13,34,38.2,15,19,78.9,8,37,45,25,17,8,5,14,-6
SEASON,SAS,SAS vs. NYK,3/15/2019,W,48,109,47,88,53.4,7,21,33.3,8,10,80,6,39,45,31,10,8,6,13,26
SEASON,SAC,SAC @ PHI,3/15/2019,L,48,114,43,94,45.7,9,27,33.3,19,24,79.2,10,30,40,23,9,4,2,22,-9
SEASON,POR,POR @ NOP,3/15/2019,W,48,122,43,96,44.8,10,27,37,26,32,81.3,17,37,54,26,15,7,8,18,12
SEASON,PHX,PHX @ HOU,3/15/2019,L,48,102,38,89,42.7,7,26,26.9,19,25,76,15,34,49,22,21,9,4,21,-6
SEASON,PHI,PHI vs. SAC,3/15/2019,W,48,123,46,91,50.5,7,24,29.2,24,27,88.9,10,39,49,28,11,7,6,18,9
SEASON,NYK,NYK @ SAS,3/15/2019,L,48,83,35,86,40.7,8,20,40,5,9,55.6,9,32,41,21,16,6,4,13,-26
SEASON,NOP,NOP vs. POR,3/15/2019,L,48,110,45,94,47.9,8,30,26.7,12,25,48,14,31,45,31,11,7,6,23,-12
SEASON,MIL,MIL @ MIA,3/15/2019,W,48,113,42,88,47.7,12,33,36.4,17,24,70.8,8,44,52,29,15,8,9,21,15
SEASON,MIA,MIA vs. MIL,3/15/2019,L,48,98,38,93,40.9,8,22,36.4,14,25,56,10,35,45,21,12,7,5,18,-15
SEASON,LAL,LAL @ DET,3/15/2019,L,48,97,36,86,41.9,6,25,24,19,26,73.1,11,36,47,24,14,9,4,26,-14
SEASON,LAC,LAC vs. CHI,3/15/2019,W,48,128,44,99,44.4,10,20,50,30,35,85.7,15,28,43,28,8,9,5,30,7
SEASON,HOU,HOU vs. PHX,3/15/2019,W,48,108,36,83,43.4,11,40,27.5,25,33,75.8,7,35,42,18,14,13,6,20,6
SEASON,DET,DET vs. LAL,3/15/2019,W,48,111,37,86,43,17,39,43.6,20,32,62.5,16,34,50,26,15,5,4,19,14
SEASON,CHI,CHI @ LAC,3/15/2019,L,48,121,42,80,52.5,11,21,52.4,26,33,78.8,8,36,44,24,17,3,6,26,-7
SEASON,CHA,CHA @ WAS,3/15/2019,W,48,116,46,101,45.5,14,31,45.2,10,12,83.3,15,31,46,18,12,11,7,17,6
SEASON,WAS,WAS vs. MEM,3/16/2019,W,48,135,41,81,50.6,17,35,48.6,36,43,83.7,9,36,45,26,13,6,7,21,7
SEASON,UTA,UTA vs. BKN,3/16/2019,W,48,114,39,91,42.9,13,36,36.1,23,31,74.2,15,50,65,24,15,3,7,21,16
SEASON,SAS,SAS vs. POR,3/16/2019,W,48,108,37,79,46.8,8,17,47.1,26,30,86.7,4,40,44,17,10,4,10,14,5
SEASON,POR,POR @ SAS,3/16/2019,L,48,103,42,101,41.6,7,28,25,12,14,85.7,14,37,51,23,9,4,2,22,-5
SEASON,PHX,PHX @ NOP,3/16/2019,W,53,138,51,100,51,9,29,31,27,36,75,11,37,48,31,22,10,7,33,2
SEASON,OKC,OKC vs. GSW,3/16/2019,L,48,88,31,96,32.3,13,41,31.7,13,23,56.5,17,35,52,18,16,4,5,18,-22
SEASON,NOP,NOP vs. PHX,3/16/2019,L,53,136,47,102,46.1,15,30,50,27,41,65.9,18,39,57,34,23,11,4,30,-2
SEASON,MEM,MEM @ WAS,3/16/2019,L,48,128,48,90,53.3,12,33,36.4,20,26,76.9,7,33,40,35,10,5,3,27,-7
SEASON,IND,IND @ DEN,3/16/2019,L,48,100,34,75,45.3,6,24,25,26,37,70.3,8,33,41,20,11,6,2,19,-2
SEASON,GSW,GSW @ OKC,3/16/2019,W,48,110,39,83,47,15,35,42.9,17,22,77.3,8,45,53,25,17,10,6,22,22
SEASON,DEN,DEN vs. IND,3/16/2019,W,48,102,39,82,47.6,11,38,28.9,13,20,65,9,30,39,27,11,6,5,22,2
SEASON,DAL,DAL vs. CLE,3/16/2019,W,48,121,46,89,51.7,16,34,47.1,13,16,81.3,9,31,40,32,5,3,5,22,5
SEASON,CLE,CLE @ DAL,3/16/2019,L,48,116,40,86,46.5,15,38,39.5,21,22,95.5,6,27,33,20,6,1,0,20,-5
SEASON,BKN,BKN @ UTA,3/16/2019,L,48,98,33,95,34.7,12,36,33.3,20,22,90.9,8,36,44,20,7,9,5,24,-16
SEASON,BOS,BOS vs. ATL,3/16/2019,W,48,129,44,93,47.3,13,36,36.1,28,37,75.7,11,35,46,30,14,10,7,21,9
SEASON,ATL,ATL @ BOS,3/16/2019,L,48,120,43,100,43,15,40,37.5,19,24,79.2,19,31,50,27,17,11,5,25,-9
SEASON,TOR,TOR @ DET,3/17/2019,L,48,107,39,82,47.6,18,36,50,11,14,78.6,7,31,38,25,12,2,2,22,-3
SEASON,SAC,SAC vs. CHI,3/17/2019,W,48,129,54,103,52.4,8,23,34.8,13,16,81.3,15,33,48,28,12,12,7,21,27
SEASON,PHI,PHI @ MIL,3/17/2019,W,48,130,47,100,47,15,32,46.9,21,30,70,15,39,54,26,13,8,2,23,5
SEASON,ORL,ORL vs. ATL,3/17/2019,W,48,101,33,85,38.8,9,37,24.3,26,33,78.8,10,45,55,21,15,12,3,15,10
SEASON,NYK,NYK vs. LAL,3/17/2019,W,48,124,44,76,57.9,12,26,46.2,24,29,82.8,10,35,45,24,24,4,5,26,1
SEASON,MIN,MIN @ HOU,3/17/2019,L,48,102,38,92,41.3,10,32,31.3,16,23,69.6,15,37,52,22,14,5,4,13,-15
SEASON,MIL,MIL vs. PHI,3/17/2019,L,48,125,43,95,45.3,16,50,32,23,28,82.1,10,35,45,25,10,9,6,22,-5
SEASON,MIA,MIA vs. CHA,3/17/2019,W,48,93,34,86,39.5,13,33,39.4,12,19,63.2,15,40,55,25,12,6,7,21,18
SEASON,LAL,LAL @ NYK,3/17/2019,L,48,123,47,97,48.5,7,27,25.9,22,28,78.6,15,20,35,26,10,12,5,21,-1
SEASON,LAC,LAC vs. BKN,3/17/2019,W,48,119,42,97,43.3,12,31,38.7,23,28,82.1,16,38,54,26,14,8,6,25,3
SEASON,HOU,HOU vs. MIN,3/17/2019,W,48,117,43,94,45.7,21,50,42,10,14,71.4,10,34,44,29,10,9,3,25,15
SEASON,DET,DET vs. TOR,3/17/2019,W,48,110,39,83,47,8,27,29.6,24,27,88.9,11,33,44,23,10,8,3,18,3
SEASON,CHI,CHI @ SAC,3/17/2019,L,48,102,39,88,44.3,10,26,38.5,14,21,66.7,10,29,39,20,20,6,6,16,-27
SEASON,CHA,CHA @ MIA,3/17/2019,L,48,75,26,83,31.3,7,36,19.4,16,18,88.9,11,33,44,11,13,6,5,19,-18
SEASON,BKN,BKN @ LAC,3/17/2019,L,48,116,42,100,42,14,38,36.8,18,25,72,15,36,51,26,14,6,7,28,-3
SEASON,ATL,ATL @ ORL,3/17/2019,L,48,91,38,91,41.8,8,35,22.9,7,10,70,8,42,50,20,18,8,3,29,-10
SEASON,WAS,WAS vs. UTA,3/18/2019,L,48,95,34,81,42,8,27,29.6,19,22,86.4,5,29,34,20,16,9,2,16,-21
SEASON,UTA,UTA @ WAS,3/18/2019,W,48,116,49,91,53.8,14,37,37.8,4,6,66.7,7,34,41,35,17,10,8,21,21
SEASON,TOR,TOR vs. NYK,3/18/2019,W,48,128,49,88,55.7,17,40,42.5,13,22,59.1,5,45,50,36,15,5,6,22,36
SEASON,SAS,SAS vs. GSW,3/18/2019,W,48,111,41,88,46.6,10,26,38.5,19,22,86.4,10,36,46,20,10,7,5,12,6
SEASON,POR,POR vs. IND,3/18/2019,W,48,106,37,79,46.8,13,32,40.6,19,21,90.5,8,30,38,24,18,8,9,23,8
SEASON,PHX,PHX vs. CHI,3/18/2019,L,48,101,39,84,46.4,7,26,26.9,16,26,61.5,9,29,38,24,12,5,5,22,-15
SEASON,OKC,OKC vs. MIA,3/18/2019,L,48,107,38,87,43.7,10,37,27,21,27,77.8,13,36,49,21,19,4,8,17,-9
SEASON,NYK,NYK @ TOR,3/18/2019,L,48,92,28,85,32.9,8,35,22.9,28,32,87.5,7,29,36,16,14,8,4,18,-36
SEASON,NOP,NOP @ DAL,3/18/2019,W,53,129,49,104,47.1,12,39,30.8,19,22,86.4,14,41,55,34,17,7,6,28,4
SEASON,MIA,MIA @ OKC,3/18/2019,W,48,116,46,97,47.4,9,29,31,15,16,93.8,9,35,44,30,9,13,4,23,9
SEASON,IND,IND @ POR,3/18/2019,L,48,98,35,83,42.2,10,24,41.7,18,22,81.8,12,27,39,25,14,12,3,21,-8
SEASON,GSW,GSW @ SAS,3/18/2019,L,48,105,41,88,46.6,13,39,33.3,10,12,83.3,7,36,43,27,13,7,6,20,-6
SEASON,DET,DET @ CLE,3/18/2019,L,48,119,42,94,44.7,18,44,40.9,17,21,81,19,28,47,24,12,6,4,21,-7
SEASON,DEN,DEN @ BOS,3/18/2019,W,48,114,46,94,48.9,14,39,35.9,8,10,80,11,40,51,29,19,6,5,19,9
SEASON,DAL,DAL vs. NOP,3/18/2019,L,53,125,46,105,43.8,9,35,25.7,24,29,82.8,14,36,50,27,16,9,6,26,-4
SEASON,CLE,CLE vs. DET,3/18/2019,W,48,126,46,79,58.2,11,22,50,23,27,85.2,5,31,36,22,8,6,3,16,7
SEASON,CHI,CHI @ PHX,3/18/2019,W,48,116,46,89,51.7,4,16,25,20,24,83.3,11,38,49,21,13,9,4,22,15
SEASON,BOS,BOS vs. DEN,3/18/2019,L,48,105,39,93,41.9,12,39,30.8,15,19,78.9,12,25,37,24,13,12,5,16,-9
SEASON,SAC,SAC vs. BKN,3/19/2019,L,48,121,49,95,51.6,9,25,36,14,20,70,14,32,46,25,21,13,1,19,-2
SEASON,PHI,PHI @ CHA,3/19/2019,W,48,118,43,86,50,11,32,34.4,21,28,75,6,38,44,29,7,5,4,27,4
SEASON,MIN,MIN vs. GSW,3/19/2019,L,48,107,36,89,40.4,9,36,25,26,32,81.3,13,39,52,25,13,7,0,14,-10
SEASON,MIL,MIL vs. LAL,3/19/2019,W,48,115,41,89,46.1,15,47,31.9,18,27,66.7,12,42,54,25,18,9,4,19,14
SEASON,LAL,LAL @ MIL,3/19/2019,L,48,101,33,86,38.4,16,43,37.2,19,23,82.6,8,34,42,20,19,9,5,18,-14
SEASON,LAC,LAC vs. IND,3/19/2019,W,48,115,43,89,48.3,10,34,29.4,19,27,70.4,10,29,39,28,13,14,2,20,6
SEASON,IND,IND @ LAC,3/19/2019,L,48,109,45,87,51.7,7,21,33.3,12,17,70.6,11,35,46,30,20,8,6,20,-6
SEASON,HOU,HOU @ ATL,3/19/2019,W,48,121,40,78,51.3,19,47,40.4,22,30,73.3,6,31,37,28,14,13,2,17,16
SEASON,GSW,GSW @ MIN,3/19/2019,W,48,117,44,91,48.4,19,42,45.2,10,14,71.4,8,38,46,39,13,6,7,25,10
SEASON,CHA,CHA vs. PHI,3/19/2019,L,48,114,36,83,43.4,9,35,25.7,33,44,75,10,36,46,16,9,3,2,22,-4
SEASON,BKN,BKN @ SAC,3/19/2019,W,48,123,47,94,50,12,35,34.3,17,23,73.9,11,30,41,28,18,16,4,19,2
SEASON,ATL,ATL vs. HOU,3/19/2019,L,48,105,39,84,46.4,15,40,37.5,12,15,80,8,37,45,30,19,6,1,23,-16
SEASON,WAS,WAS @ CHI,3/20/2019,L,53,120,44,93,47.3,14,42,33.3,18,23,78.3,12,38,50,25,16,10,9,21,-6
SEASON,UTA,UTA @ NYK,3/20/2019,W,48,137,48,85,56.5,20,42,47.6,21,25,84,7,33,40,38,10,7,3,18,21
SEASON,TOR,TOR @ OKC,3/20/2019,W,53,123,45,87,51.7,14,36,38.9,19,21,90.5,6,46,52,30,19,11,5,27,9
SEASON,SAS,SAS vs. MIA,3/20/2019,L,48,105,38,88,43.2,14,34,41.2,15,21,71.4,10,36,46,30,8,2,3,13,-5
SEASON,POR,POR vs. DAL,3/20/2019,W,48,126,45,91,49.5,16,36,44.4,20,25,80,12,36,48,23,14,6,4,17,8
SEASON,PHI,PHI vs. BOS,3/20/2019,W,48,118,34,90,37.8,11,33,33.3,39,43,90.7,17,37,54,23,9,5,5,17,3
SEASON,ORL,ORL vs. NOP,3/20/2019,W,48,119,46,102,45.1,15,38,39.5,12,14,85.7,20,45,65,28,14,8,10,14,23
SEASON,OKC,OKC vs. TOR,3/20/2019,L,53,114,43,103,41.7,13,43,30.2,15,29,51.7,16,32,48,22,17,6,2,22,-9
SEASON,NYK,NYK vs. UTA,3/20/2019,L,48,116,45,86,52.3,13,31,41.9,13,21,61.9,8,32,40,23,14,6,6,21,-21
SEASON,NOP,NOP @ ORL,3/20/2019,L,48,96,38,102,37.3,10,34,29.4,10,13,76.9,14,35,49,24,13,9,2,15,-23
SEASON,MIL,MIL @ CLE,3/20/2019,L,48,102,36,91,39.6,13,32,40.6,17,21,81,11,40,51,24,10,9,7,16,-5
SEASON,MIA,MIA @ SAS,3/20/2019,W,48,110,40,86,46.5,16,35,45.7,14,18,77.8,6,42,48,23,10,6,5,21,5
SEASON,MEM,MEM vs. HOU,3/20/2019,W,53,126,41,89,46.1,13,37,35.1,31,39,79.5,15,36,51,20,17,8,0,19,1
SEASON,HOU,HOU @ MEM,3/20/2019,L,53,125,42,94,44.7,21,48,43.8,20,20,100,11,28,39,19,14,10,4,27,-1
SEASON,DAL,DAL @ POR,3/20/2019,L,48,118,43,87,49.4,10,30,33.3,22,25,88,6,29,35,20,14,8,6,22,-8
SEASON,CLE,CLE vs. MIL,3/20/2019,W,48,107,39,93,41.9,11,39,28.2,18,24,75,13,41,54,18,12,4,6,17,5
SEASON,CHI,CHI vs. WAS,3/20/2019,W,53,126,50,106,47.2,12,23,52.2,14,17,82.4,15,33,48,29,14,10,2,16,6
SEASON,BOS,BOS @ PHI,3/20/2019,L,48,115,45,96,46.9,12,32,37.5,13,16,81.3,10,36,46,22,9,1,3,25,-3
SEASON,WAS,WAS vs. DEN,3/21/2019,L,48,108,40,79,50.6,8,28,28.6,20,21,95.2,6,32,38,25,12,4,2,15,-5
SEASON,UTA,UTA @ ATL,3/21/2019,L,48,114,43,94,45.7,10,32,31.3,18,26,69.2,14,35,49,25,15,12,3,24,-3
SEASON,SAC,SAC vs. DAL,3/21/2019,W,48,116,41,87,47.1,13,35,37.1,21,28,75,12,46,58,24,12,7,9,18,16
SEASON,PHX,PHX vs. DET,3/21/2019,L,48,98,35,73,47.9,7,26,26.9,21,26,80.8,7,28,35,22,19,6,4,27,-20
SEASON,MIN,MIN @ CHA,3/21/2019,L,48,106,39,88,44.3,10,28,35.7,18,29,62.1,9,40,49,23,13,6,7,21,-7
SEASON,IND,IND @ GSW,3/21/2019,L,48,89,35,91,38.5,6,23,26.1,13,17,76.5,12,35,47,17,16,7,3,18,-23
SEASON,GSW,GSW vs. IND,3/21/2019,W,48,112,44,89,49.4,13,36,36.1,11,16,68.8,10,40,50,32,16,6,8,19,23
SEASON,DET,DET @ PHX,3/21/2019,W,48,118,38,90,42.2,17,42,40.5,25,34,73.5,19,27,46,23,15,11,6,26,20
SEASON,DEN,DEN @ WAS,3/21/2019,W,48,113,46,87,52.9,14,30,46.7,7,11,63.6,9,31,40,30,8,9,4,20,5
SEASON,DAL,DAL @ SAC,3/21/2019,L,48,100,36,92,39.1,12,40,30,16,23,69.6,9,34,43,23,8,5,6,22,-16
SEASON,CHA,CHA vs. MIN,3/21/2019,W,48,113,43,100,43,9,29,31,18,24,75,15,40,55,26,10,5,6,24,7
SEASON,ATL,ATL vs. UTA,3/21/2019,W,48,117,41,87,47.1,19,40,47.5,16,23,69.6,9,34,43,26,17,8,5,23,3
SEASON,TOR,TOR vs. OKC,3/22/2019,L,48,109,39,78,50,13,25,52,18,21,85.7,11,35,46,20,22,7,7,24,-7
SEASON,SAS,SAS @ HOU,3/22/2019,L,48,105,41,90,45.6,7,24,29.2,16,17,94.1,9,39,48,27,11,6,7,23,-6
SEASON,ORL,ORL vs. MEM,3/22/2019,W,53,123,44,93,47.3,14,39,35.9,21,27,77.8,4,40,44,30,9,6,5,16,4
SEASON,OKC,OKC @ TOR,3/22/2019,W,48,116,42,94,44.7,20,43,46.5,12,14,85.7,12,27,39,30,13,9,6,21,7
SEASON,NYK,NYK vs. DEN,3/22/2019,L,48,93,34,90,37.8,9,32,28.1,16,21,76.2,8,37,45,20,7,3,5,15,-18
SEASON,MIL,MIL vs. MIA,3/22/2019,W,48,116,43,85,50.6,17,34,50,13,20,65,9,43,52,33,16,5,5,23,29
SEASON,MIA,MIA @ MIL,3/22/2019,L,48,87,32,85,37.6,11,37,29.7,12,23,52.2,10,30,40,20,13,7,6,18,-29
SEASON,MEM,MEM @ ORL,3/22/2019,L,53,119,47,93,50.5,15,38,39.5,10,21,47.6,10,42,52,28,13,5,6,24,-4
SEASON,LAL,LAL vs. BKN,3/22/2019,L,48,106,37,96,38.5,9,36,25,23,32,71.9,19,40,59,21,16,8,9,26,-5
SEASON,LAC,LAC @ CLE,3/22/2019,W,48,110,42,82,51.2,6,26,23.1,20,23,87,7,36,43,24,12,6,6,16,2
SEASON,HOU,HOU vs. SAS,3/22/2019,W,48,111,36,86,41.9,14,37,37.8,25,32,78.1,8,40,48,12,10,5,4,19,6
SEASON,DEN,DEN @ NYK,3/22/2019,W,48,111,40,96,41.7,15,38,39.5,16,19,84.2,17,45,62,24,9,5,5,15,18
SEASON,CLE,CLE vs. LAC,3/22/2019,L,48,108,43,90,47.8,12,31,38.7,10,13,76.9,8,33,41,14,13,7,2,22,-2
SEASON,BKN,BKN @ LAL,3/22/2019,W,48,111,37,92,40.2,16,42,38.1,21,28,75,11,36,47,21,14,8,4,25,5
SEASON,WAS,WAS vs. MIA,3/23/2019,L,48,108,41,96,42.7,9,30,30,17,23,73.9,21,32,53,25,12,5,2,20,-5
SEASON,UTA,UTA @ CHI,3/23/2019,W,48,114,46,95,48.4,11,32,34.4,11,15,73.3,12,46,58,27,12,7,8,17,31
SEASON,SAC,SAC vs. PHX,3/23/2019,W,48,112,39,92,42.4,17,38,44.7,17,22,77.3,13,38,51,25,14,7,3,19,9
SEASON,POR,POR vs. DET,3/23/2019,W,48,117,43,79,54.4,11,26,42.3,20,27,74.1,11,31,42,22,13,4,4,14,5
SEASON,PHX,PHX @ SAC,3/23/2019,L,48,103,36,88,40.9,9,34,26.5,22,26,84.6,10,33,43,25,14,10,4,21,-9
SEASON,PHI,PHI @ ATL,3/23/2019,L,48,127,42,91,46.2,10,23,43.5,33,39,84.6,14,38,52,21,14,7,4,15,-2
SEASON,MIN,MIN @ MEM,3/23/2019,W,48,112,40,83,48.2,12,26,46.2,20,21,95.2,13,36,49,25,19,7,10,20,13
SEASON,MIA,MIA @ WAS,3/23/2019,W,48,113,44,88,50,12,39,30.8,13,19,68.4,12,32,44,29,12,5,10,23,5
SEASON,MEM,MEM vs. MIN,3/23/2019,L,48,99,36,96,37.5,10,33,30.3,17,22,77.3,20,27,47,22,15,8,4,22,-13
SEASON,GSW,GSW vs. DAL,3/23/2019,L,48,91,36,90,40,4,30,13.3,15,21,71.4,8,28,36,22,10,6,2,22,-35
SEASON,DET,DET @ POR,3/23/2019,L,48,112,42,84,50,14,34,41.2,14,14,100,6,23,29,24,8,9,3,21,-5
SEASON,DAL,DAL @ GSW,3/23/2019,W,48,126,44,83,53,21,49,42.9,17,22,77.3,8,41,49,33,10,7,2,22,35
SEASON,CHI,CHI vs. UTA,3/23/2019,L,48,83,33,92,35.9,2,16,12.5,15,20,75,11,34,45,16,12,6,3,16,-31
SEASON,CHA,CHA vs. BOS,3/23/2019,W,48,124,42,95,44.2,18,38,47.4,22,28,78.6,14,39,53,26,11,7,5,15,7
SEASON,BOS,BOS @ CHA,3/23/2019,L,48,117,44,93,47.3,19,43,44.2,10,15,66.7,7,35,42,31,11,6,8,23,-7
SEASON,ATL,ATL vs. PHI,3/23/2019,W,48,129,49,106,46.2,15,47,31.9,16,21,76.2,15,34,49,28,12,8,7,25,2
SEASON,TOR,TOR vs. CHA,3/24/2019,L,48,114,45,77,58.4,11,26,42.3,13,13,100,3,32,35,29,13,6,11,17,-1
SEASON,SAS,SAS @ BOS,3/24/2019,W,48,115,50,98,51,8,24,33.3,7,8,87.5,11,40,51,32,8,1,4,19,19
SEASON,SAC,SAC @ LAL,3/24/2019,L,48,106,39,104,37.5,14,33,42.4,14,23,60.9,16,34,50,27,8,13,4,22,-5
SEASON,NYK,NYK vs. LAC,3/24/2019,L,48,113,41,86,47.7,9,33,27.3,22,25,88,13,31,44,22,15,5,7,24,-11
SEASON,NOP,NOP vs. HOU,3/24/2019,L,48,90,38,92,41.3,7,28,25,7,10,70,15,29,44,26,15,9,3,9,-23
SEASON,MIL,MIL vs. CLE,3/24/2019,W,48,127,48,87,55.2,15,41,36.6,16,21,76.2,4,41,45,26,9,8,7,13,22
SEASON,LAL,LAL vs. SAC,3/24/2019,W,48,111,39,85,45.9,13,40,32.5,20,24,83.3,9,47,56,29,22,4,8,22,5
SEASON,LAC,LAC @ NYK,3/24/2019,W,48,124,38,86,44.2,15,35,42.9,33,37,89.2,12,30,42,24,9,7,4,19,11
SEASON,IND,IND vs. DEN,3/24/2019,W,48,124,51,91,56,8,18,44.4,14,17,82.4,10,39,49,34,11,9,5,17,36
SEASON,HOU,HOU @ NOP,3/24/2019,W,48,113,42,86,48.8,21,49,42.9,8,9,88.9,13,37,50,24,19,10,5,16,23
SEASON,GSW,GSW vs. DET,3/24/2019,W,48,121,46,74,62.2,13,25,52,16,19,84.2,7,30,37,31,16,3,5,23,7
SEASON,DET,DET @ GSW,3/24/2019,L,48,114,39,84,46.4,12,31,38.7,24,25,96,10,19,29,25,8,6,0,13,-7
SEASON,DEN,DEN @ IND,3/24/2019,L,48,88,33,93,35.5,7,29,24.1,15,16,93.8,15,26,41,21,17,5,7,17,-36
SEASON,CLE,CLE @ MIL,3/24/2019,L,48,105,41,96,42.7,11,41,26.8,12,17,70.6,12,33,45,23,12,6,1,21,-22
SEASON,CHA,CHA @ TOR,3/24/2019,W,48,115,41,93,44.1,18,41,43.9,15,17,88.2,14,25,39,32,8,12,3,17,1
SEASON,BOS,BOS vs. SAS,3/24/2019,L,48,96,38,94,40.4,7,35,20,13,16,81.3,11,34,45,23,8,4,2,14,-19
SEASON,UTA,UTA vs. PHX,3/25/2019,W,48,125,48,86,55.8,10,21,47.6,19,23,82.6,10,33,43,31,14,11,4,23,33
SEASON,POR,POR vs. BKN,3/25/2019,W,58,148,53,121,43.8,14,45,31.1,28,36,77.8,16,39,55,35,5,9,5,30,4
